S01,103,115,57,227
S02,57,227,103,115
S03,227,57,103,115
S04,227,115,57,103
S05,57,103,115,227
S06,103,57,227,115
S07,115,103,57,227
S08,115,57,103,227
S09,227,115,103,57
S10,103,227,57,115
S11,115,103,227,57
S12,103,115,227,57
S13,115,227,57,103
S14,57,115,103,227
S15,57,227,115,103
S16,227,103,115,57
S17,103,227,115,57
S18,227,57,115,103
S19,227,103,57,115
S20,57,115,227,103
S21,115,227,103,57
S22,103,57,115,227
S23,115,57,227,103
